report_id	vehicle_id	status	date_submit	model_year	date_built	model_version	model_package	city	state	country	postal_code	user_alias	date_acquired	unit_distance	odo_acquired_raw	odometer_raw	odometer_miles	range_mode_ideal_range_raw	range_mode_ideal_range_miles	standard_mode_ideal_range_raw	standard_mode_ideal_range_miles	cac	batt_swapped	batt_swap_count	sheet_swap_count	date_batt_swap	odo_batt_swap	pem_swapped	pem_swap_count	date_pem_swap	odo_pem_swap	motor_swapped	motor_swap_count	date_motor_swap	odo_motor_swap	voltage_charge	current_charge	range_charge_frequency	range_charge_frequency_text	standard_charge_frequency	standard_charge_frequency_text	use_type	use_type_text	drive_frequency	drive_frequency_text	lbw_frequency	lbw_frequency_text	batt_hot_frequency	batt_hot_frequency_text	pem_hot_frequency	pem_hot_frequency_text	motor_hot_frequency	motor_hot_frequency_text	tow_count	trip_distance	highway_pct	highway_speed	ownership	ownership_text	purchase	purchase_text	date_disposed	comments
446	161		07/03/2016 08:15	2011	03/11/2011	2.5	Roadster	Schw&auml;bisch Hall		Germany		Franko30	09/01/2014	km	15500	39500	24549.409571162213	346	215.0403977625854568	309	192.0447482908638906	156.1	NO					NO				NO				230	13	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	58	30	130	1	Own	2	Used		I just entered the data, the Roadster is owned my wife. :-) - When not in use, the Roadster is in a private single garage built into a hill and the garage never gets colder than 10&deg; C in winter and never warmer than 21&deg; C in summer.  ALSO: This time I used the actual Ideal Range number for a 100 %/range charge instead of the (wrong) higher Range Mode numbers displayed after the range charge. For comparison with the old survey entries: Range Mode 100 % was 386 km this time (346 km Ideal Range).
447	161		07/03/2016 08:18	2011	03/11/2011	2.5	Roadster	Schw&auml;bisch Hall		Germany		Franko30	09/01/2014	km	15500	39500	24549.409571162213	346	215.0403977625854568	309	192.0447482908638906	156.1	NO					NO				NO				230	13	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	58	30	130	1	Own	2	Used		I only enter the data, the Roadster is owned by my wife. :-) - When not in use, the Roadster is in a private single garage built into a hill and the garage never gets colder than 10&deg; C in winter and never warmer than 21&deg; C in summer. ALSO: This time I used the actual Ideal Range number for a 100 %/range charge instead of the (wrong) higher Range Mode numbers displayed after the range charge. For comparison with the old survey entries: Range Mode 100 % was 386 km this time (346 km Ideal Range).
448	3		07/15/2016 12:29	2008	01/01/2009	1.5	Roadster	Redmond	WA	United States	98053		03/01/2009	mi	20	108909	108909	175	175	139	139	111.49	NO					YES	1	07/01/2009	4000	NO				240	40	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	40	35	60	1	Own	1	New		
449	154		07/18/2016 04:50	2011	01/06/2011	2.5	Roadster Sport	Preston		United Kingdom		Perrin21	05/05/2013	mi	11000	30000	30000	227	227	179	179	146.03	NO					NO				NO				245	13	10	A few times per year	5	Weekly	3	Occasional	5	Weekly	8	Never	6	A few times per month	6	A few times per month	6	A few times per month	0	100	20	75	1	Own	2	Used		
450	185		07/28/2016 02:20	2012	12/16/2011	2.5	Roadster Sport	Adegem		Belgium		Bartj	11/01/2014	km	15000	51000	31696.706028589186	380	236.1715351149782474	301	187.0727159726538222	153.6	NO					NO				NO				240	13	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	80	70	120	1	Own	2	Used		
451	112		08/02/2016 01:19	2008	10/06/2008	1.5	Roadster	Sunnyvale	CA	United States	94087	slcasner	10/31/2008	mi	25	43147	43147	212	212	163	163	141.8	NO					NO				NO				238	32	10	A few times per year	6	A few times per month	3	Occasional	4	A few times per week	8	Never	8	Never	8	Never	8	Never	0	20	50	65	1	Own	1	New		
452	190		08/09/2016 09:17	2010	08/26/2010	2.5	Roadster	Winchester		United Kingdom			05/28/2014	mi	8700	26475	26475			173	173	144.53	NO					NO				NO				240	20	10	A few times per year	5	Weekly	3	Occasional	5	Weekly	10	A few times per year	8	Never	10	A few times per year	11	About once per year	0	50	90	70	1	Own	2	Used		My driving habits have changed slightly as in the first year and a half of ownership I was travelling 100+ miles and 100+ back to my girlfriend's place every second weekend. Now she moved to my place so we use the car for good weather leisure trips and the odd commute, and my mileage is much lower.
453	190		08/15/2016 05:06	2010	08/26/2010	2.5	Roadster	Winchester		United Kingdom		dpeilow	05/28/2014	mi	8700	26475	26475	222	222	174	174	144.6	NO					NO				NO				240	20	10	A few times per year	5	Weekly	3	Occasional	5	Weekly	10	A few times per year	8	Never	10	A few times per year	11	About once per year	0	50	90	70	1	Own	2	Used		
454	99		08/20/2016 08:55	2011	10/22/2010	2.5	Roadster	Muennerstadt		Germany		Eberhard	11/18/2010	km	0	170000	105655.686761963953	320	198.8812927284027346	254	157.8620261031696706	132	NO					NO				NO				230	32	10	A few times per year	3	Most days of the week	3	Occasional	6	A few times per month	10	A few times per year	8	Never	12	Less than once per year	12	Less than once per year	0	130	70	88	11	Replaced it with a Model S	1	New	06/18/2016	
455	69		08/26/2016 13:02	2010	07/22/2010	2.5	Roadster	Hueckelhoven		Germany		Talkredius	08/30/2010	km	250	267121	166016.780609073959	261	162.2125543816034804	211	131.1373523927905531	109.48	NO					YES	1	05/31/2013	155257	NO				230	16	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	12	Less than once per year	12	Less than once per year	0	95	60	90	1	Own	1	New		
456	191		09/28/2016 14:39	2010	07/09/2009	2.5	Roadster	Coeur dAlene	ID	United States	83815		08/08/2009	mi	35	36200	36200	232	232	179	179		YES	1	1	02/15/2010	2000	NO				NO				240	70	10	A few times per year	4	A few times per week	1	Daily driver, year-round	3	Most days of the week	11	About once per year	12	Less than once per year	8	Never	8	Never	0	20	10	65	1	Own	1	New		Freeway speed depends on distance being traveled. If we have a range issue (about twice per year), we go 60. If not, 65 or 70.  Have an appointment to have 3.0 battery installed next month.
457	166		09/29/2016 12:16	2008	02/12/2009	1.5	Roadster	Westminster	CO	United States	80021	tvuolo	12/15/2014	mi	11700	33413	33413			173	173	142.32	NO					NO				NO				240	40	10	A few times per year	3	Most days of the week	2	Daily driver, except in winter	4	A few times per week	11	About once per year	8	Never	8	Never	12	Less than once per year	0	68	80	65	1	Own	2	Used		
458	176		09/29/2016 17:46	2010	11/01/2009	2.0	Roadster Sport	Berkel en Rodenrijs		Netherlands		Marius	08/31/2011	km	6000	288000	178993.163455562461	320	198.8812927284027346	236	146.6749533871970168	124	YES	1	11	04/21/2012	37000	NO				NO				230	24	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	6	A few times per month	12	Less than once per year	12	Less than once per year	10	A few times per year	0	200	90	100	1	Own	2	Used		
459	45		10/05/2016 15:05	2010	08/17/2009	2.0	Roadster	Issaquah	WA	United States	98027	bolosky	08/29/2009	mi		109717	109717	204	204	155	155	133.43	YES	1	11	04/01/2011	24000	YES	2	09/28/2015	91500	NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	45	60	70	1	Own	1	New		About to get 3.0 upgrade, so I thought I'd send in the data for the old pack on its last day
460	51		10/15/2016 08:47	2010	10/21/2010	2.5	Roadster	Hamilton	TX	United States	76531	tonybelding	02/08/2015	mi	20079	29461	29461	216	216	172	172		NO					NO				NO				250	40	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	3	Most days of the week	11	About once per year	8	Never	8	Never	8	Never	0	4	25	75	1	Own	2	Used		
461	21		10/31/2016 13:48	2008	10/20/2008	1.5	Roadster	Rockville	MD	United States	20851	Curt	03/06/2015	mi	22285	34347	34347	169	169	219	219	138.63	NO					NO				NO				240	70	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	8	Never	8	Never	0	21	30	55	1	Own	2	Used		
462	21		10/31/2016 13:58	2008	10/20/2008	1.5	Roadster	Rockville	MD	United States	20851	Curt	03/06/2015	mi	22285	34347	34347	219	219	169	169	138.63	NO					NO				NO				240	70	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	8	Never	8	Never	0	21	30	55	1	Own	2	Used		
463	103		11/18/2016 10:58	2010	09/11/2009	2.0	Roadster	Link&amp;ouml;pingping		Sweden		f0x	09/24/2009	km	4	89397	55560.596643878185	336	208.8253573648228713	263	163.4555624611559975	133.38	NO					NO				NO				230	24	10	A few times per year	4	A few times per week	1	Daily driver, year-round	4	A few times per week	10	A few times per year	12	Less than once per year	11	About once per year	11	About once per year	0	45	15	120	1	Own	1	New		
464	1		01/01/2017 23:32	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	48716	48716	227	227	173	173	146.26	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	65	65	1	Own	1	New		Our last range mode charge was on 9/3/2016.
465	128		01/21/2017 12:00	2010	11/16/2010	2.5	Roadster	Litchfield Park	AZ	United States	85340	Fabrizio	12/19/2010	mi	37	91750	91750	232	232	187	187	150.01	YES	1	11	09/15/2014	50000	YES	2	06/15/2015	65000	NO				240	24	10	A few times per year	5	Weekly	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	13	5	75	1	Own	1	New		
466	128		01/30/2017 02:08	2010	11/16/2010	2.5	Roadster	Litchfield Park	AZ	United States	85340	Fabrizio	12/19/2010	mi	37	92099	92099	226	226	177	177	150.18	YES	1	11	09/15/2014	50000	YES	2	06/15/2015	65000	NO				240	24	10	A few times per year	5	Weekly	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	13	5	75	1	Own	1	New		
467	165		01/31/2017 20:15	2010	10/01/2010	2.5	Roadster	Fairfax	VA	United States	22031	sethr	05/02/2013	mi	1146	19805	19805	240	240	186	186	156.66	NO					YES	1	05/03/2014	3461	NO				240	40	12	Less than once per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	12	Less than once per year	8	Never	0	45	15	60	1	Own	2	Used		Range charged for the first time last month, drove until at 25% SOC to &quot;reset&quot; CAC. Did not change except for last decimal place.
468	165		01/31/2017 20:18	2010	10/01/2010	2.5	Roadster	Fairfax	VA	United States	22031	sethr	05/02/2013	mi	1146	19805	19805	240	240	186	186	156.66	NO					YES	1	05/03/2014	3461	NO				240	40	12	Less than once per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	12	Less than once per year	8	Never	0	45	15	60	1	Own	2	Used		Range charged for the first time last month, drove until at 25% SOC to &quot;reset&quot; CAC. Did not change except for last decimal place. Last April the PEM got clogged with debris and got power reduced message. PEM cleaned, no further problems since then.
469	166		02/14/2017 14:36	2008	02/12/2009	1.5	Roadster	Westminster	CO	United States	80021	tvuolo	12/15/2014	mi	11700	37517	37517			158	158	134.58	NO					NO				NO				240	40	10	A few times per year	3	Most days of the week	2	Daily driver, except in winter	4	A few times per week	11	About once per year	8	Never	8	Never	12	Less than once per year	0	68	80	65	1	Own	2	Used		
